9709,9559,1,1,
9708,9558,1,2,
9707,9556,2,0,
9706,9554,2,2,
9705,9553,1,0,
9705,9552,1,1,
9703,9551,1,2,
9703,9549,2,0,
9702,9546,3,0,
9702,9544,2,2,
9700,9543,1,0,
9698,9542,1,1,
9697,9540,2,0,
9695,9539,1,1,
9695,9536,3,0,
9695,9535,1,1,
9694,9534,1,2,
9692,9533,1,0,
9689,9532,1,1,
9688,9530,2,0,
9687,9529,1,1,
9687,9528,1,2,
9685,9527,1,0,
9684,9525,2,2,
9682,9524,1,0,
9682,9523,1,1,
9681,9522,1,2,
9678,9519,3,0,
9678,9517,2,2,
9677,9516,1,0,
9673,9515,1,1,
9672,9513,2,0,
9670,9512,1,1,
9670,9510,2,0,
9669,9509,1,1,
9668,9507,2,0,
9668,9506,1,1,
9664,9505,1,2,
9662,9504,1,0,
9657,9502,2,2,
9657,9501,1,0,
9655,9500,1,1,
9653,9499,1,2,
9651,9498,1,0,
9649,9497,1,1,
9649,9495,2,0,
9648,9494,1,1,
9647,9492,2,0,
9645,9491,1,1,
9645,9490,1,2,
9644,9488,2,0,
9643,9487,1,1,
9642,9486,1,2,
9641,9485,1,0,
9641,9484,1,1,
9640,9483,1,2,
9636,9480,3,0,
9635,9479,1,1,
9634,9478,1,2,
9633,9477,1,0,
9632,9475,2,2,
9631,9473,2,0,
9631,9472,1,1,
9629,9471,1,2,
9629,9470,1,0,
9628,9469,1,1,
9628,9468,1,2,
9627,9467,1,0,
9627,9466,1,1,
9624,9465,1,2,
9624,9464,1,0,
9623,9463,1,1,
9621,9462,1,2,
9621,9459,3,0,
9620,9458,1,1,
9620,9456,2,0,
9620,9455,1,1,
9620,9454,1,2,
9620,9452,2,0,
9619,9449,3,0,
9619,9447,2,2,
9619,9446,1,0,
9619,9445,1,1,
9618,9443,2,0,
9618,9441,2,2,
9618,9438,3,0,
9617,9437,1,1,
9616,9436,1,2,
9616,9435,1,0,
9616,9431,4,0,
9615,9430,1,1,
9615,9428,2,0,
9614,9425,3,0,
9614,9424,1,1,
9613,9422,2,0,
9613,9420,2,2,
9612,9418,2,0,
9611,9417,1,1,
9611,9415,2,0,
9611,9414,1,1,
9609,9413,1,2,
9609,9412,1,0,
9608,9410,2,2,
9607,9409,1,0,
9607,9408,1,1,
9606,9407,1,2,
9606,9406,1,0,
9605,9405,1,1,
9604,9401,4,0,
9603,9400,1,1,
9603,9399,1,2,
9601,9398,1,0,
9599,9397,1,1,
9597,9394,3,0,
9596,9393,1,1,
9593,9392,1,2,
9592,9386,6,0,
9591,9384,2,2,
9591,9382,2,0,
9589,9381,1,1,
9588,9378,3,0,
9587,9377,1,1,
9585,9374,3,0,
9585,9373,1,1,
9584,9372,1,2,
9582,9370,2,0,
9582,9369,1,1,
9580,9367,2,0,
9576,9366,1,1,
9574,9364,2,0,
9572,9363,1,1,
9571,9362,1,2,
9571,9361,1,0,
9568,9359,2,2,
9567,9358,1,0,
9566,9357,1,1,
9563,9355,2,0,
9560,9352,3,0,
9560,9349,3,0,
9560,9346,3,0,
9559,9345,1,1,
9558,9344,1,2,
9556,9343,1,0,
9556,9342,1,1,
9554,9341,1,2,
9554,9339,2,0,
9554,9337,2,2,
9553,9336,1,0,
9552,9335,1,1,
9552,9334,1,2,
9551,9333,1,0,
9549,9332,1,1,
9546,9331,1,2,
9544,9330,1,0,
9543,9329,1,1,
9543,9325,4,0,
9542,9323,2,2,
9540,9322,1,0,
9539,9321,1,1,
9536,9318,3,0,
9535,9317,1,1,
9534,9316,1,2,
9533,9315,1,0,
9533,9314,1,1,
9532,9313,1,2,
9530,9312,1,0,
9529,9311,1,1,
9528,9309,2,0,
9527,9307,2,2,
9527,9306,1,0,
9525,9305,1,1,
9525,9304,1,2,
9524,9303,1,0,
9523,9300,3,0,
9523,9299,1,1,
9523,9298,1,2,
9522,9297,1,0,
9519,9296,1,1,
9517,9295,1,2,
9516,9294,1,0,
9516,9292,2,2,
9515,9287,5,0,
9515,9283,4,0,
9513,9282,1,1,
9512,9281,1,2,
9510,9279,2,0,
9509,9278,1,1,
9507,9276,2,0,
9507,9272,4,0,
9506,9269,3,0,
9506,9268,1,1,
9505,9262,6,0,
9504,9261,1,1,
9504,9259,2,0,
9502,9258,1,1,
9502,9257,1,2,
9502,9255,2,0,
9502,9251,4,0,
9501,9250,1,1,
9500,9249,1,2,
9499,9248,1,0,
9498,9247,1,1,
9498,9243,4,0,
9498,9242,1,1,
9497,9241,1,2,
9497,9238,3,0,
9497,9237,1,1,
9497,9236,1,2,
9495,9235,1,0,
9494,9233,2,2,
9494,9232,1,0,
9494,9231,1,1,
9492,9230,1,2,
9492,9228,2,0,
9491,9227,1,1,
9490,9226,1,2,
9490,9224,2,0,
9488,9223,1,1,
9488,9222,1,2,
9488,9221,1,0,
9487,9220,1,1,
9486,9219,1,2,
9485,9218,1,0,
9484,9217,1,1,
9483,9216,1,2,
9483,9215,1,0,
9480,9213,2,2,
9479,9212,1,0,
9479,9211,1,1,
9479,9209,2,0,
9479,9205,4,0,
9479,9203,2,2,
9478,9202,1,0,
9478,9199,3,0,
9478,9197,2,2,
9477,9194,3,0,
9477,9190,4,0,
9477,9189,1,1,
9477,9187,2,0,
9477,9186,1,1,
9475,9181,5,0,
9475,9180,1,1,
9473,9178,2,0,
9473,9177,1,1,
9473,9175,2,0,
9472,9173,2,2,
9471,9172,1,0,
9470,9170,2,2,
9469,9169,1,0,
9469,9168,1,1,
9469,9167,1,2,
9468,9166,1,0,
9468,9165,1,1,
9467,9164,1,2,
9466,9163,1,0,
9466,9154,9,0,
9466,9152,2,2,
9465,9151,1,0,
9465,9149,2,2,
9465,9147,2,0,
9465,9146,1,1,
9464,9145,1,2,
9463,9144,1,0,
9463,9143,1,1,
9463,9142,1,2,
9462,9140,2,0,
9459,9138,2,2,
9458,9137,1,0,
9456,9136,1,1,
9455,9133,3,0,
9454,9132,1,1,
9452,9131,1,2,
9449,9130,1,0,
9447,9128,2,2,
9446,9125,3,0,
9445,9123,2,2,
9445,9121,2,0,
9445,9120,1,1,
9443,9118,2,0,
9441,9117,1,1,
9438,9116,1,2,
9437,9115,1,0,
9437,9114,1,1,
9436,9111,3,0,
9435,9109,2,2,
9431,9107,2,0,
9430,9101,6,0,
9428,9099,2,2,
9428,9098,1,0,
9428,9097,1,1,
9425,9093,4,0,
9424,9090,3,0,
9422,9088,2,2,
9420,9083,5,0,
9420,9082,1,1,
9418,9080,2,0,
9418,9077,3,0,
9417,9076,1,1,
9415,9075,1,2,
9415,9074,1,0,
9414,9072,2,2,
9414,9071,1,0,
9413,9069,2,2,
9412,9067,2,0,
9412,9066,1,1,
9410,9065,1,2,
9409,9064,1,0,
9409,9063,1,1,
9409,9062,1,2,
9408,9061,1,0,
9408,9060,1,1,
9407,9059,1,2,
9406,9057,2,0,
9405,9056,1,1,
9401,9054,2,0,
9400,9053,1,1,
9400,9050,3,0,
9399,9049,1,1,
9398,9048,1,2,
9397,9047,1,0,
9394,9046,1,1,
9393,9045,1,2,
9393,9043,2,0,
9392,9042,1,1,
9392,9041,1,2,
9386,9040,1,0,
9386,9039,1,1,
9386,9035,4,0,
9386,9033,2,2,
9384,9032,1,0,
9382,9031,1,1,
9382,9030,1,2,
9381,9026,4,0,
9381,9025,1,1,
9378,9024,1,2,
9378,9020,4,0,
9377,9019,1,1,
9374,9017,2,0,
9373,9016,1,1,
9373,9015,1,2,
9372,9014,1,0,
9370,9012,2,2,
9370,9011,1,0,
9369,9008,3,0,
9369,9007,1,1,
9367,9006,1,2,
9366,9005,1,0,
9364,9004,1,1,
9363,9003,1,2,
9363,9002,1,0,
9362,9001,1,1,
9361,9000,1,2,
9361,8998,2,0,
9359,8997,1,1,
9358,8996,1,2,
9357,8995,1,0,
9355,8994,1,1,
9355,8993,1,2,
9352,8992,1,0,
9352,8991,1,1,
9352,8989,2,0,
9352,8988,1,1,
9349,8987,1,2,
9346,8985,2,0,
9345,8980,5,0,
9344,8979,1,1,
9344,8978,1,2,
9344,8976,2,0,
9343,8975,1,1,
9343,8974,1,2,
9342,8973,1,0,
9342,8971,2,2,
9341,8970,1,0,
9339,8969,1,1,
9339,8968,1,2,
9337,8965,3,0,
9336,8963,2,2,
9335,8959,4,0,
9335,8958,1,1,
9335,8956,2,0,
9334,8955,1,1,
9333,8954,1,2,
9332,8953,1,0,
9331,8951,2,2,
9330,8950,1,0,
9329,8949,1,1,
9325,8948,1,2,
9323,8944,4,0,
9323,8943,1,1,
9322,8942,1,2,
9321,8941,1,0,
9321,8940,1,1,
9318,8937,3,0,
9317,8936,1,1,
9317,8934,2,0,
9316,8933,1,1,
9316,8932,1,2,
9315,8929,3,0,
9315,8928,1,1,
9314,8927,1,2,
9313,8926,1,0,
9312,8925,1,1,
9311,8923,2,0,
9311,8922,1,1,
9309,8920,2,0,
9307,8919,1,1,
9306,8918,1,2,
9305,8917,1,0,
9304,8916,1,1,
9304,8915,1,2,
9303,8914,1,0,
9303,8911,3,0,
9300,8910,1,1,
9299,8908,2,0,
9299,8907,1,1,
9298,8906,1,2,
9297,8905,1,0,
9296,8903,2,2,
9295,8902,1,0,
9295,8901,1,1,
9294,8900,1,2,
9294,8899,1,0,
9292,8898,1,1,
9287,8896,2,0,
9287,8895,1,1,
9283,8893,2,0,
9282,8892,1,1,
9282,8891,1,2,
9282,8890,1,0,
9282,8889,1,1,
9281,8888,1,2,
9281,8887,1,0,
9279,8886,1,1,
9279,8885,1,2,
9278,8884,1,0,
9276,8882,2,2,
9272,8881,1,0,
9272,8879,2,2,
9269,8874,5,0,
9268,8873,1,1,
9262,8871,2,0,
9261,8869,2,2,
9259,8868,1,0,
9258,8866,2,2,
9257,8864,2,0,
9257,8860,4,0,
9257,8856,4,0,
9255,8854,2,2,
9251,8853,1,0,
9250,8851,2,2,
9250,8850,1,0,
9249,8849,1,1,
9248,8846,3,0,
9247,8845,1,1,
9243,8844,1,2,
9242,8842,2,0,
9242,8841,1,1,
9241,8838,3,0,
9241,8836,2,2,
9238,8834,2,0,
9238,8832,2,2,
9237,8831,1,0,
9236,8830,1,1,
9235,8827,3,0,
9233,8825,2,2,
9233,8824,1,0,
9232,8823,1,1,
9231,8821,2,0,
9230,8818,3,0,
9228,8817,1,1,
9227,8816,1,2,
9226,8814,2,0,
9224,8813,1,1,
9223,8811,2,0,
9222,8810,1,1,
9222,8809,1,2,
9221,8808,1,0,
9221,8807,1,1,
9220,8806,1,2,
9219,8805,1,0,
9218,8802,3,0,
9217,8799,3,0,
9217,8797,2,2,
9216,8796,1,0,
9216,8793,3,0,
9215,8792,1,1,
9213,8790,2,0,
9212,8788,2,2,
9212,8787,1,0,
9211,8786,1,1,
9209,8784,2,0,
9205,8783,1,1,
9203,8781,2,0,
9203,8780,1,1,
9202,8778,2,0,
9199,8775,3,0,
9197,8773,2,2,
9197,8772,1,0,
9194,8768,4,0,
9190,8767,1,1,
9189,8766,1,2,
9189,8765,1,0,
9189,8764,1,1,
9187,8762,2,0,
9186,8761,1,1,
9181,8758,3,0,
9180,8757,1,1,
9180,8756,1,2,
9180,8755,1,0,
9178,8753,2,2,
9178,8751,2,0,
9177,8749,2,2,
9177,8747,2,0,
9177,8746,1,1,
9175,8745,1,2,
9173,8744,1,0,
9172,8743,1,1,
9170,8741,2,0,
9169,8740,1,1,
9168,8739,1,2,
9167,8737,2,0,
9166,8736,1,1,
9166,8735,1,2,
9165,8731,4,0,
9164,8729,2,2,
9164,8727,2,0,
9163,8726,1,1,
9154,8725,1,2,
9152,8723,2,0,
9151,8722,1,1,
9151,8721,1,2,
9151,8720,1,0,
9151,8719,1,1,
9149,8716,3,0,
9149,8715,1,1,
9147,8714,1,2,
9146,8713,1,0,
9146,8712,1,1,
9145,8711,1,2,
9145,8710,1,0,
9145,8708,2,2,
9144,8706,2,0,
9143,8705,1,1,
9142,8704,1,2,
9142,8702,2,0,
9142,8701,1,1,
9140,8700,1,2,
9138,8699,1,0,
9138,8698,1,1,
9137,8697,1,2,
9137,8696,1,0,
9136,8695,1,1,
9133,8694,1,2,
9132,8692,2,0,
9132,8688,4,0,
9132,8686,2,2,
9131,8680,6,0,
9131,8679,1,1,
9131,8678,1,2,
9130,8677,1,0,
9128,8675,2,2,
9125,8673,2,0,
9125,8672,1,1,
9123,8671,1,2,
9123,8670,1,0,
9121,8667,3,0,
9120,8666,1,1,
9120,8663,3,0,
9118,8661,2,2,
9118,8660,1,0,
9117,8659,1,1,
9116,8658,1,2,
9116,8657,1,0,
9115,8655,2,2,
9114,8653,2,0,
9114,8649,4,0,
9111,8647,2,2,
9109,8646,1,0,
9109,8643,3,0,
9107,8642,1,1,
9101,8641,1,2,
9099,8639,2,0,
9098,8638,1,1,
9097,8637,1,2,
9093,8635,2,0,
9093,8634,1,1,
9090,8633,1,2,
9090,8632,1,0,
9088,8631,1,1,
9083,8629,2,0,
9082,8628,1,1,
9080,8626,2,0,
9077,8625,1,1,
9077,8621,4,0,
9077,8619,2,2,
9076,8617,2,0,
9076,8616,1,1,
9076,8614,2,0,
9075,8613,1,1,
9074,8612,1,2,
9074,8611,1,0,
9074,8610,1,1,
9072,8609,1,2,
9071,8607,2,0,
9069,8606,1,1,
9069,8603,3,0,
9067,8600,3,0,
9067,8596,4,0,
9067,8595,1,1,
9066,8593,2,0,
9066,8592,1,1,
9065,8591,1,2,
9065,8590,1,0,
9064,8589,1,1,
9063,8587,2,0,
9062,8586,1,1,
9061,8584,2,0,
9061,8583,1,1,
9060,8581,2,0,
9060,8579,2,2,
9059,8578,1,0,
9057,8576,2,2,
9056,8575,1,0,
9056,8574,1,1,
9054,8573,1,2,
9053,8572,1,0,
9053,8571,1,1,
9053,8570,1,2,
9050,8569,1,0,
9050,8568,1,1,
9049,8567,1,2,
9048,8565,2,0,
9048,8564,1,1,
9047,8563,1,2,
9046,8562,1,0,
9045,8561,1,1,
9045,8560,1,2,
9045,8559,1,0,
9045,8558,1,1,
9043,8557,1,2,
9043,8556,1,0,
9043,8553,3,0,
9042,8552,1,1,
9042,8551,1,2,
9041,8549,2,0,
9040,8548,1,1,
9039,8547,1,2,
9035,8545,2,0,
9033,8544,1,1,
9032,8541,3,0,
9031,8539,2,2,
9030,8537,2,0,
9026,8536,1,1,
9025,8535,1,2,
9025,8534,1,0,
9024,8533,1,1,
9020,8530,3,0,
9019,8529,1,1,
9017,8527,2,0,
9016,8526,1,1,
9015,8525,1,2,
9014,8524,1,0,
9014,8522,2,2,
9012,8521,1,0,
9012,8519,2,2,
9012,8518,1,0,
9011,8517,1,1,
9011,8516,1,2,
9008,8515,1,0,
9008,8514,1,1,
9008,8513,1,2,
9007,8510,3,0,
9006,8508,2,2,
9005,8502,6,0,
9004,8501,1,1,
9004,8500,1,2,
9003,8499,1,0,
9003,8498,1,1,
9002,8497,1,2,
9001,8494,3,0,
9000,8491,3,0,
8998,8490,1,1,
8998,8487,3,0,
8998,8485,2,2,
8998,8483,2,0,
8997,8481,2,2,
8996,8479,2,0,
8995,8476,3,0,
8994,8475,1,1,
8993,8474,1,2,
8992,8473,1,0,
8991,8472,1,1,
8989,8471,1,2,
8988,8470,1,0,
8987,8469,1,1,
8985,8468,1,2,
8980,8467,1,0,
8980,8466,1,1,
8979,8465,1,2,
8979,8464,1,0,
8978,8463,1,1,
8976,8462,1,2,
8976,8460,2,0,
8976,8457,3,0,
8975,8455,2,2,
8974,8453,2,0,
8974,8452,1,1,
8974,8450,2,0,
8974,8449,1,1,
8973,8447,2,0,
8973,8446,1,1,
8973,8445,1,2,
8971,8444,1,0,
8970,8442,2,2,
8970,8441,1,0,
8969,8436,5,0,
8969,8434,2,2,
8969,8433,1,0,
8968,8431,2,2,
8965,8429,2,0,
8965,8427,2,2,
8963,8424,3,0,
8963,8423,1,1,
8959,8422,1,2,
8958,8421,1,0,
8958,8419,2,2,
8956,8418,1,0,
8955,8415,3,0,
8955,8414,1,1,
8954,8413,1,2,
8954,8407,6,0,
8954,8406,1,1,
8954,8405,1,2,
8953,8404,1,0,
8953,8402,2,2,
8951,8401,1,0,
8951,8399,2,2,
8950,8398,1,0,
8950,8396,2,2,
8949,8395,1,0,
8948,8394,1,1,
8948,8393,1,2,
8944,8392,1,0,
8943,8391,1,1,
8942,8390,1,2,
8941,8388,2,0,
8941,8384,4,0,
8941,8383,1,1,
8940,8382,1,2,
8940,8381,1,0,
8937,8380,1,1,
8937,8376,4,0,
8936,8375,1,1,
8934,8374,1,2,
8933,8373,1,0,
8933,8372,1,1,
8933,8371,1,2,
8932,8369,2,0,
8929,8365,4,0,
8928,8364,1,1,
8927,8362,2,0,
8927,8361,1,1,
8926,8360,1,2,
8925,8358,2,0,
8925,8356,2,2,
8923,8355,1,0,
8922,8352,3,0,
8920,8349,3,0,
8920,8348,1,1,
8919,8347,1,2,
8918,8345,2,0,
8917,8344,1,1,
8917,8341,3,0,
8916,8339,2,2,
8916,8338,1,0,
8916,8334,4,0,
8916,8333,1,1,
8915,8331,2,0,
8914,8329,2,2,
8914,8328,1,0,
8911,8325,3,0,
8910,8324,1,1,
8908,8323,1,2,
8908,8322,1,0,
8908,8321,1,1,
8908,8320,1,2,
8907,8319,1,0,
8907,8316,3,0,
8907,8315,1,1,
8906,8314,1,2,
8906,8313,1,0,
8905,8312,1,1,
8903,8311,1,2,
8902,8310,1,0,
8901,8308,2,2,
8901,8307,1,0,
8900,8306,1,1,
8900,8305,1,2,
8899,8301,4,0,
8899,8299,2,2,
8898,8297,2,0,
8898,8296,1,1,
8896,8295,1,2,
8896,8294,1,0,
8895,8292,2,2,
8895,8291,1,0,
8895,8290,1,1,
8893,8288,2,0,
8892,8287,1,1,
8891,8285,2,0,
8890,8284,1,1,
8889,8283,1,2,
8888,8281,2,0,
8887,8280,1,1,
8886,8278,2,0,
8885,8277,1,1,
8885,8275,2,0,
8884,8274,1,1,
8884,8271,3,0,
8882,8268,3,0,
8881,8266,2,2,
8879,8264,2,0,
8874,8262,2,2,
8874,8260,2,0,
8874,8259,1,1,
8873,8258,1,2,
8871,8257,1,0,
8869,8256,1,1,
8869,8255,1,2,
8869,8254,1,0,
8869,8253,1,1,
8869,8246,7,0,
8868,8240,6,0,
8866,8238,2,2,
8864,8236,2,0,
8860,8235,1,1,
8860,8234,1,2,
8856,8233,1,0,
8854,8232,1,1,
8853,8231,1,2,
8851,8226,5,0,
8850,8224,2,2,
8849,8223,1,0,
8849,8221,2,2,
8849,8220,1,0,
8846,8219,1,1,
8845,8218,1,2,
8845,8217,1,0,
8845,8211,6,0,
8845,8210,1,1,
8845,8207,3,0,
8844,8206,1,1,
8842,8205,1,2,
8842,8204,1,0,
8842,8203,1,1,
8841,8201,2,0,
8838,8200,1,1,
8836,8198,2,0,
8834,8196,2,2,
8834,8195,1,0,
8832,8193,2,2,
8832,8192,1,0,
8831,8191,1,1,
8830,8190,1,2,
8827,8189,1,0,
8825,8188,1,1,
8824,8187,1,2,
8824,8185,2,0,
8823,8184,1,1,
8823,8183,1,2,
8821,8181,2,0,
8821,8180,1,1,
8818,8179,1,2,
8817,8175,4,0,
8817,8174,1,1,
8816,8173,1,2,
8816,8170,3,0,
8816,8169,1,1,
8816,8166,3,0,
8814,8164,2,2,
8814,8163,1,0,
8814,8158,5,0,
8813,8157,1,1,
8811,8156,1,2,
8810,8153,3,0,
8810,8152,1,1,
8809,8150,2,0,
8808,8149,1,1,
8807,8148,1,2,
8806,8146,2,0,
8806,8145,1,1,
8805,8144,1,2,
8802,8143,1,0,
8799,8142,1,1,
8797,8141,1,2,
8796,8140,1,0,
8796,8139,1,1,
8793,8138,1,2,
8792,8137,1,0,
8790,8136,1,1,
8788,8135,1,2,
8787,8134,1,0,
8786,8133,1,1,
8784,8132,1,2,
8784,8130,2,0,
8783,8129,1,1,
8783,8128,1,2,
8781,8125,3,0,
8780,8123,2,2,
8778,8121,2,0,
8778,8119,2,2,
8775,8118,1,0,
8775,8117,1,1,
8775,8116,1,2,
8773,8115,1,0,
8772,8113,2,2,
8772,8111,2,0,
8768,8110,1,1,
8767,8109,1,2,
8766,8108,1,0,
8766,8107,1,1,
8766,8105,2,0,
8766,8102,3,0,
8765,8100,2,2,
8764,8097,3,0,
8762,8096,1,1,
8761,8094,2,0,
8758,8093,1,1,
8758,8089,4,0,
8758,8087,2,2,
8757,8086,1,0,
8756,8084,2,2,
8756,8083,1,0,
8756,8082,1,1,
8755,8081,1,2,
8753,8080,1,0,
8751,8078,2,2,
8749,8077,1,0,
8749,8074,3,0,
8747,8073,1,1,
8746,8072,1,2,
8745,8071,1,0,
8744,8070,1,1,
8744,8068,2,0,
8743,8067,1,1,
8741,8066,1,2,
8740,8063,3,0,
8740,8062,1,1,
8740,8061,1,2,
8739,8058,3,0,
8739,8056,2,2,
8737,8054,2,0,
8736,8053,1,1,
8735,8052,1,2,
8731,8051,1,0,
8729,8050,1,1,
8729,8048,2,0,
8727,8047,1,1,
8727,8044,3,0,
8726,8040,4,0,
8725,8037,3,0,
8723,8036,1,1,
8722,8034,2,0,
8721,8031,3,0,
8721,8029,2,2,
8720,8028,1,0,
8719,8025,3,0,
8719,8022,3,0,
8719,8020,2,2,
8719,8018,2,0,
8716,8017,1,1,
8715,8016,1,2,
8714,8010,6,0,
8713,8009,1,1,
8713,8008,1,2,
8712,8006,2,0,
8712,8005,1,1,
8711,8004,1,2,
8710,8003,1,0,
8708,8002,1,1,
8708,8001,1,2,
8706,7999,2,0,
8705,7998,1,1,
8704,7993,5,0,
8704,7990,3,0,
8704,7989,1,1,
8702,7988,1,2,
8701,7987,1,0,
8701,7986,1,1,
8700,7985,1,2,
8699,7984,1,0,
8699,7983,1,1,
8699,7980,3,0,
8698,7978,2,2,
8697,7977,1,0,
8696,7976,1,1,
8695,7974,2,0,
8694,7973,1,1,
8692,7972,1,2,
8692,7971,1,0,
8688,7970,1,1,
